Timestamp: Tue Sep 16 23:07:05 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:19:40 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:19:41 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:19:44 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:19:45 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:19:47 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:19:49 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:19:51 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:19:53 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:19:55 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:19:58 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:00 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:01 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:04 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:06 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:07 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:09 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:12 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:13 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:16 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:17 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:19 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:22 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:24 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:26 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:27 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:30 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:32 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:34 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:35 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:37 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:40 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:41 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:43 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:45 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:47 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:49 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:51 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:53 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:55 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:20:57 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:00 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:02 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:04 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:06 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:08 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:10 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:12 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:14 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:16 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:18 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:20 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:22 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:24 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:26 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:28 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:30 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:32 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:34 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:36 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:38 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:40 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:42 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:44 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:46 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:48 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:50 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:52 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:54 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:56 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:26:58 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:00 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:02 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:04 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:06 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:08 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:10 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:12 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:14 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:16 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:18 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:20 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:22 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:24 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:26 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:28 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:30 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:32 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:34 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:36 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:38 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:40 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:42 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:44 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:46 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:48 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:50 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:52 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:54 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:56 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:27:58 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:00 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:02 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:04 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:06 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:08 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:10 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:12 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:14 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:16 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:18 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:20 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:22 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:24 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:26 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:28 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:30 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:32 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:34 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:36 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:38 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:40 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:42 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:44 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:46 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:48 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:50 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:52 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:54 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:56 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:28:58 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:29:00 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:29:21 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:29:23 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:29:25 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:29:27 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:29:29 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:29:31 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:29:33 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:29:35 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:29:37 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:29:39 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:29:41 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:29:43 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:29:45 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:29:47 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:29:49 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:29:51 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:29:53 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:29:55 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:29:57 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:29:59 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:01 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:03 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:05 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:07 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:09 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:11 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:13 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:15 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:17 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:19 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:21 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:23 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:25 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:27 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:29 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:31 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:33 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:35 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:37 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:39 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:41 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:43 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:45 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:47 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:49 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:51 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:53 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:55 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:57 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:30:59 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:01 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:03 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:05 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:07 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:09 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:11 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:13 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:15 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:17 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:19 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:21 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:23 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:25 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:27 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:29 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:31 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:33 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:35 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:37 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:39 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:41 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:43 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:45 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:47 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:49 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:51 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:53 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:55 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:57 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:31:59 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:01 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:03 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:05 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:07 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:09 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:11 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:13 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:15 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:17 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:19 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:21 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:23 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:25 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:27 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:29 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:31 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:33 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:35 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:37 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:39 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:41 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:43 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:45 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:47 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:49 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:51 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:53 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:55 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:57 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:32:59 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:01 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:03 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:05 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:07 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:09 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:11 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:13 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:15 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:17 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:19 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:21 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:23 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:25 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:27 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:29 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:31 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:33 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:35 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:37 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:39 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:41 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:43 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:45 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:47 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:49 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:51 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:53 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:55 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:57 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:33:59 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:01 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:03 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:05 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:07 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:09 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:11 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:13 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:15 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:17 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:19 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:21 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:23 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:25 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:27 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:29 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:31 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:33 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:35 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:37 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:39 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:41 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:43 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:45 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:47 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:49 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:51 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:53 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:55 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:57 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:34:59 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:01 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:03 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:05 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:07 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:09 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:11 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:13 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:15 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:17 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:19 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:21 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:23 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:25 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:27 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:29 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:31 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:33 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:35 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:37 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:39 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:41 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:43 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:45 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:47 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:49 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:51 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:53 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:55 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:57 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:35:59 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:01 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:03 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:05 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:07 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:09 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:11 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:13 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:15 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:17 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:19 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:21 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:23 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:25 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:27 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:29 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:31 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:33 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:35 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:37 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:39 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:41 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:43 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:45 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:47 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:49 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:51 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:53 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:55 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:57 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:36:59 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:01 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:03 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:05 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:07 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:09 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:11 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:13 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:15 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:17 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:19 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:21 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:23 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:25 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:27 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:29 CEST 2025, Queue Size: 0
Timestamp: Tue Sep 16 23:37:31 CEST 2025, Queue Size: 0
